cell_id,year,hour,dtp_count,fatal_count,avg_risk
881181b295fffff,2024,13,1,0,0.060638864024346345
881181b295fffff,2024,15,2,0,0.06228440657491247
881181b295fffff,2024,16,1,0,0.06368764491502862
881181b295fffff,2024,17,1,0,0.062151572775286844
881181b297fffff,2022,13,1,0,0.030269322377846748
881181b297fffff,2022,20,1,0,0.032916562691992626
881181b297fffff,2023,13,1,1,0.032617635289625586
881181b297fffff,2023,20,1,0,0.0330815369946328
881181b297fffff,2023,21,2,0,0.034131472232656106
881181b297fffff,2024,3,1,0,0.02909801087951904
881181b29dfffff,2022,10,1,0,0.03355959543521018
881181b29dfffff,2022,16,1,0,0.039251398292314374
881181b29dfffff,2022,21,1,0,0.037719544500296534
881181b29dfffff,2023,9,1,1,0.03468990865069159
881181b29dfffff,2023,15,1,0,0.035285507071245614
881181b29dfffff,2023,17,1,0,0.03604186144671586
881181b29dfffff,2023,21,1,0,0.03755457019765635
881181b29dfffff,2023,23,1,0,0.038573072040371296
881181b29dfffff,2024,7,1,0,0.032260089569364624
881181b29dfffff,2024,18,1,0,0.03642003863445098
881181b2abfffff,2023,2,1,0,0.04176805536198262
881181b2adfffff,2023,12,1,0,0.04427021991429368
881181b2b1fffff,2022,14,1,0,0.1357733967417238
881181b2b1fffff,2023,14,1,0,0.13547520613470707
881181b2b1fffff,2023,17,1,0,0.13917239057886505
881181b2b1fffff,2024,18,1,0,0.13742197846994944
881181b2b1fffff,2024,20,1,0,0.1394177339669745
881181b2b3fffff,2022,18,2,0,0.03282499002431072
881181b2b3fffff,2023,0,1,0,0.026928351665798867
881181b2b3fffff,2024,0,1,0,0.025903290513417828
881181b2b9fffff,2023,18,1,0,0.055930138447082445
881181b2b9fffff,2024,1,1,0,0.051949269004877285
881181b2bbfffff,2022,20,2,0,0.0609045965006722
881181b2bbfffff,2022,21,2,1,0.06333289599316941
881181b2bbfffff,2023,8,2,0,0.05822826375316011
881181b2bbfffff,2023,9,1,0,0.058794769740347926
881181b2bbfffff,2023,11,1,0,0.059551124115818165
881181b2bbfffff,2023,13,1,0,0.058422330489166514
881181b2bbfffff,2023,14,1,0,0.059796467503927656
881181b2bbfffff,2023,20,1,0,0.0609045965006722
881181b2bbfffff,2023,22,1,0,0.06397322064814921
881181b2bbfffff,2024,16,1,0,0.06144201005449378
881181b2bdfffff,2022,8,1,0,0.07476464191453594
881181b2bdfffff,2022,19,1,1,0.08162046016495147
881181b2bdfffff,2023,14,1,0,0.07733189564796344
881181b2bdfffff,2023,22,1,0,0.08061946061708912
881181b2bdfffff,2024,2,1,0,0.07375368608239592
881181b2c1fffff,2022,23,1,0,0.050532714118656424
881181b2c1fffff,2024,14,1,0,0.04854043666765234
881181b2c3fffff,2024,12,1,0,0.029163145332283397
881181b2c5fffff,2024,15,1,0,0.05923834694595782
881181b2c7fffff,2022,18,1,0,0.060059953789261905
881181b2c7fffff,2024,14,1,0,0.06029917673606674
881181b2c7fffff,2024,18,1,0,0.06194775846429239
881181b2c7fffff,2024,21,1,0,0.06308229002749777
881181b2d1fffff,2022,5,1,0,0.054990152091092155
881181b2d1fffff,2022,7,1,0,0.05586101659822306
881181b2d1fffff,2023,9,1,0,0.05456724866893123
881181b2d1fffff,2023,17,1,0,0.06015531905176483
881181b2d1fffff,2023,19,1,1,0.06039914285104455
881181b2d5fffff,2022,7,1,0,0.06320696691017356
881181b2d5fffff,2022,8,1,0,0.06375011840054888
881181b2d5fffff,2022,9,1,0,0.0660134435904059
881181b2d5fffff,2022,13,3,0,0.06563041833980328
881181b2d5fffff,2022,16,1,0,0.06690875220680643
881181b2d5fffff,2022,17,2,1,0.06698873878752482
881181b2d5fffff,2023,16,1,0,0.06866068390455175
881181b2d5fffff,2024,22,1,0,0.06914177219344511
881181b2d7fffff,2023,8,1,0,0.04081175889992419
881181b2d7fffff,2023,14,1,0,0.04324579632897511
881181b2d7fffff,2023,19,1,0,0.045107580942295715
881181b2d7fffff,2023,22,1,1,0.04841850930022269
881181b2d7fffff,2024,10,1,0,0.04170398625267959
881181b2d9fffff,2022,19,1,0,0.0692931332836838
881181b2d9fffff,2023,19,2,2,0.07031819443606485
881181b2d9fffff,2023,21,1,0,0.0703476782661708
881181b2d9fffff,2023,22,1,1,0.07236327701999061
881181b2d9fffff,2023,23,1,0,0.071067989501869
881181b2dbfffff,2023,20,1,1,0.1464420897144818
881181b2e1fffff,2022,9,1,0,0.04795422858881094
881181b2e1fffff,2022,21,1,0,0.05044223253687035
881181b2e3fffff,2024,21,1,0,0.06469664999142359
881181b2e5fffff,2022,6,1,0,0.15890159502132736
881181b2e7fffff,2023,18,1,0,0.04469414359342092
881181b2e7fffff,2024,7,1,0,0.040534194528334566
881181b2e7fffff,2024,17,1,0,0.04650196168773305
881181b2e7fffff,2024,20,1,0,0.04750062027365325
881181b2e9fffff,2022,18,1,0,0.16486235419621045
881181b2ebfffff,2022,9,1,0,0.11767454235147148
881181b2ebfffff,2024,17,1,0,0.07699898789987308
881181b301fffff,2023,14,1,0,0.16485533798328578
881181b301fffff,2024,16,1,0,0.1651485274490991
881181b345fffff,2022,11,1,0,0.06225483615822032
881181b345fffff,2022,12,1,0,0.06263301334595545
881181b345fffff,2022,15,1,0,0.06471413906965325
881181b345fffff,2023,11,1,0,0.06320143031871277
881181b345fffff,2023,18,1,0,0.06490207647236618
881181b345fffff,2023,20,1,0,0.06565843084783642
881181b345fffff,2023,23,1,0,0.06735330048530325
881181b345fffff,2024,14,1,0,0.0633893677214257
881181b347fffff,2023,16,1,2,0.06837581127881599
881181b347fffff,2024,0,1,0,0.06242214943965854
881181b347fffff,2024,8,1,0,0.06488722886727807
881181b347fffff,2024,21,1,1,0.07198952758988193
881181b34dfffff,2023,12,1,0,0.1297884086331271
881181b34dfffff,2024,5,1,3,0.1736669406206579
881181b413fffff,2023,10,1,0,0.026120870100822015
881181b413fffff,2023,23,1,0,0.031811851584813845
881181b413fffff,2024,16,1,0,0.02890246380342328
881181b419fffff,2022,0,2,0,0.001431750080438971
881181b419fffff,2022,7,1,0,0.002683283453917924
881181b419fffff,2022,10,1,0,0.003519624410106543
881181b419fffff,2022,15,1,0,0.005575484651422342
881181b419fffff,2022,21,1,0,0.007844547777833085
881181b419fffff,2023,0,1,0,0.0004631649096569319
881181b419fffff,2023,6,1,0,0.0023051062661828
881181b419fffff,2023,7,1,0,0.0025500671495413516
881181b419fffff,2023,13,1,0,0.004952346580328667
881181b419fffff,2023,14,1,0,0.00549549807070397
881181b419fffff,2024,6,1,0,0.0023051062661828
881181b419fffff,2024,8,1,0,0.004436734740493017
881181b419fffff,2024,9,1,0,0.003306421525011599
881181b419fffff,2024,17,1,0,0.008216987029014492
881181b419fffff,2024,23,1,0,0.008863049620548031
881181b41bfffff,2022,7,2,0,0.03330427745917073
881181b41bfffff,2022,8,2,1,0.03353335934339747
881181b41bfffff,2022,10,1,0,0.034653148991549865
881181b41bfffff,2022,14,1,0,0.03465736733927382
881181b41bfffff,2022,16,1,0,0.036409681541770086
881181b41bfffff,2022,20,1,0,0.03722462107270132
881181b41bfffff,2023,10,1,0,0.03502980659045522
881181b41bfffff,2023,15,1,0,0.037433223105321364
881181b41bfffff,2023,18,1,0,0.036468266697231064
881181b41bfffff,2024,1,1,0,0.031326463125359694
881181b41bfffff,2024,13,1,0,0.03770192988223215
881181b41bfffff,2024,17,1,0,0.03562692459983901
881181b41bfffff,2024,18,3,0,0.03615949009079311
881181b443fffff,2022,0,1,0,0.002348312911778833
881181b443fffff,2022,1,1,0,0.0020516418935918467
881181b443fffff,2022,5,1,0,0.003051820068341822
881181b443fffff,2022,7,1,0,0.0028482577565581034
881181b443fffff,2022,11,1,0,0.004062775900481846
881181b443fffff,2022,14,1,0,0.00549549807070397
881181b443fffff,2022,17,1,0,0.006331839026892589
881181b443fffff,2022,19,2,0,0.007005706251042748
881181b443fffff,2023,3,2,0,0.002202846370962199
881181b443fffff,2023,18,1,0,0.007008206821644466
881181b443fffff,2023,19,2,0,0.008785012605032061
881181b443fffff,2024,7,1,0,0.0025500671495413516
881181b443fffff,2024,10,1,0,0.003519624410106543
881181b443fffff,2024,12,1,0,0.0047391436952337225
881181b443fffff,2024,16,1,0,0.005788687536517286
881181b443fffff,2024,17,1,0,0.007327798853918612
881181b443fffff,2024,18,1,0,0.008004166648670489
881181b443fffff,2024,21,1,0,0.007679573475192905
881181b449fffff,2022,13,2,0,0.11952539448178934
881181b449fffff,2022,16,2,0,0.12149665839792306
881181b449fffff,2022,22,2,0,0.12436529309453956
881181b449fffff,2023,4,1,0,0.11646643441073799
881181b449fffff,2023,5,1,2,0.11835310200168968
881181b449fffff,2023,12,1,0,0.11906473014273412
881181b449fffff,2023,17,1,0,0.12112059038404992
881181b449fffff,2024,9,1,0,0.11793019857952876
881181b449fffff,2024,14,1,0,0.11982108451820436
881181b449fffff,2024,15,1,0,0.12165838644262245
881181b449fffff,2024,16,1,0,0.1205774388936746
881181b449fffff,2024,20,1,0,0.12209014764461511
881181b449fffff,2024,22,1,0,0.12478211419318677
881181b44bfffff,2022,0,1,0,0.019249420425713214
881181b44bfffff,2022,2,1,0,0.018497284397966923
881181b44bfffff,2022,8,1,0,0.02050420005713297
881181b44bfffff,2022,12,1,0,0.022315099415090214
881181b44bfffff,2022,14,1,0,0.023256692434379216
881181b44bfffff,2022,17,1,0,0.023907794746749082
881181b44bfffff,2022,19,2,0,0.025606723123280283
881181b44bfffff,2022,21,1,0,0.027305651499811477
881181b44bfffff,2022,23,1,0,0.027434965167430547
881181b44bfffff,2023,11,1,0,0.021771947924714912
881181b44bfffff,2023,12,1,0,0.021851934505433285
881181b44bfffff,2023,13,1,0,0.02269327660282534
881181b44bfffff,2023,17,1,0,0.023742820444108904
881181b44bfffff,2023,19,1,0,0.02449917481957915
881181b44bfffff,2024,12,1,0,0.023012868635099486
881181b44bfffff,2024,17,1,0,0.025792942748870985
881181b44bfffff,2024,20,1,0,0.025042326309954458
881181b44bfffff,2024,23,1,0,0.02832415334252642
881181b451fffff,2022,7,1,0,0.036774229382646316
881181b451fffff,2022,17,1,0,0.04244114926211946
881181b451fffff,2022,18,1,0,0.044356918178426144
881181b451fffff,2023,11,1,0,0.03979542853680336
881181b451fffff,2023,12,1,0,0.04055026332344384
881181b451fffff,2023,14,1,0,0.04130661769891409
881181b451fffff,2023,17,1,0,0.04244114926211946
881181b451fffff,2024,7,1,0,0.03865937738476822
881181b451fffff,2024,13,1,0,0.04092844051117896
881181b451fffff,2024,14,1,0,0.039256495394152
881181b451fffff,2024,17,3,0,0.04192861868592893
881181b451fffff,2024,18,2,0,0.04281932644985458
881181b451fffff,2024,22,1,0,0.04510671324423029
881181b455fffff,2022,11,2,0,0.08937360149548684
881181b455fffff,2022,15,1,0,0.09285394539986931
881181b455fffff,2022,21,1,1,0.09307288622151799
881181b455fffff,2022,23,1,0,0.09576485277008966
881181b455fffff,2023,6,1,0,0.0894503507102532
881181b455fffff,2023,7,1,0,0.08982852789798834
881181b455fffff,2023,8,1,0,0.08832155708360157
881181b455fffff,2023,9,1,0,0.08899792487835342
881181b455fffff,2023,11,2,0,0.08945608864680693
881181b455fffff,2023,12,2,0,0.08990087398673033
881181b455fffff,2023,13,2,0,0.09036153832578556
881181b455fffff,2023,16,2,0,0.09126448743416245
881181b455fffff,2023,19,1,0,0.09398999655190446
881181b455fffff,2023,20,1,0,0.0950430219455617
881181b455fffff,2023,23,1,0,0.09409138806423294
881181b455fffff,2024,3,1,0,0.08669281861217062
881181b455fffff,2024,6,1,0,0.08907369311134786
881181b455fffff,2024,7,2,0,0.08833418982479256
881181b455fffff,2024,8,3,0,0.08889494831676215
881181b455fffff,2024,13,1,0,0.090047468719637
881181b455fffff,2024,14,1,0,0.09107404946084781
881181b455fffff,2024,15,2,0,0.09191137139880837
881181b455fffff,2024,17,1,0,0.09361029977533958
881181b455fffff,2024,18,1,0,0.09193835465831261
881181b455fffff,2024,19,1,0,0.09248150614868791
881181b455fffff,2024,21,2,1,0.09399210572576644
881181b455fffff,2024,23,1,0,0.09409138806423294
881181b457fffff,2022,1,3,0,0.001306521577398236
881181b457fffff,2022,2,1,0,0.0024298190813269705
881181b457fffff,2022,4,1,0,0.0031861734567972177
881181b457fffff,2022,15,2,0,0.005724579954930718
881181b457fffff,2022,17,1,0,0.007840329430109132
881181b457fffff,2022,20,1,0,0.0074663705900979635
881181b457fffff,2023,5,1,0,0.002055860241315799
881181b457fffff,2023,8,1,0,0.0027632700346362955
881181b457fffff,2023,10,1,0,0.003982789319763475
881181b457fffff,2023,19,1,0,0.007088193402362838
881181b457fffff,2023,20,1,0,0.0074663705900979635
881181b457fffff,2023,23,2,0,0.010103814228625732
881181b457fffff,2024,0,1,0,0.0
881181b457fffff,2024,9,1,0,0.003439637829388172
881181b457fffff,2024,12,1,0,0.005436912915242992
881181b457fffff,2024,14,1,0,0.005197307463687218
881181b457fffff,2024,15,1,0,0.006058913902257845
881181b457fffff,2024,16,1,0,0.005953661839157466
881181b457fffff,2024,22,1,1,0.010505893412219969
881181b457fffff,2024,23,1,0,0.010371540023764572
881181b459fffff,2022,5,1,0,0.04609609869578508
881181b459fffff,2022,10,3,0,0.0462772074209695
881181b459fffff,2022,13,1,0,0.04697156405539087
881181b459fffff,2022,18,1,0,0.0488624499940665
881181b459fffff,2022,21,1,1,0.051748913255017195
881181b459fffff,2023,2,1,0,0.04431316357910402
881181b459fffff,2023,12,1,0,0.04646017056327918
881181b459fffff,2023,18,2,0,0.05007716828235452
881181b459fffff,2023,20,3,0,0.050058979298320753
881181b459fffff,2024,7,1,0,0.04607777502782011
881181b459fffff,2024,9,1,0,0.045809068250909316
881181b459fffff,2024,17,1,0,0.050236204504076704
881181b459fffff,2024,18,2,0,0.05016978760426388
881181b459fffff,2024,20,3,1,0.0505453542105484
881181b459fffff,2024,21,1,0,0.051748913255017195
881181b45dfffff,2022,2,1,0,0.012066176336501906
881181b45dfffff,2022,7,1,0,0.013396724200916078
881181b45dfffff,2022,14,1,0,0.018094086819824027
881181b45dfffff,2022,15,2,0,0.01642214170279707
881181b45dfffff,2022,16,1,0,0.018850441195294276
881181b45dfffff,2022,20,1,0,0.02036314994623477
881181b45dfffff,2022,21,1,0,0.019852138958874017
881181b45dfffff,2023,13,1,0,0.015665787327326822
881181b45dfffff,2023,14,1,0,0.016043964515061945
881181b45dfffff,2023,16,1,0,0.01680031889053219
881181b45dfffff,2023,17,1,0,0.019228618383029396
881181b45dfffff,2023,18,1,0,0.01755667326600244
881181b45dfffff,2023,19,3,0,0.01952743361652252
881181b45dfffff,2023,22,1,0,0.019467402461472796
881181b45dfffff,2024,0,1,0,0.013574284234967508
881181b45dfffff,2024,7,1,0,0.013532597178201239
881181b45dfffff,2024,8,1,0,0.013774901388651202
881181b45dfffff,2024,14,1,0,0.018094086819824027
881181b45dfffff,2024,15,1,0,0.01642214170279707
881181b45dfffff,2024,16,1,0,0.017098509497548944
881181b45dfffff,2024,18,1,0,0.01960679557076452
881181b45dfffff,2024,19,1,0,0.01998497275849965
881181b45dfffff,2024,22,1,0,0.01933152948418763
881181b499fffff,2022,0,2,0,0.07815405489438605
881181b499fffff,2022,11,1,0,0.082118464644416
881181b499fffff,2022,21,1,0,0.08560204591475049
881181b499fffff,2022,23,1,0,0.08662054775746544
881181b499fffff,2023,1,1,0,0.07846562392993289
881181b499fffff,2023,3,1,0,0.08051612873944591
881181b499fffff,2023,4,1,0,0.08059611532016428
881181b499fffff,2023,8,1,0,0.08098393308121063
881181b499fffff,2023,17,2,0,0.08408933716381001
881181b499fffff,2023,21,1,0,0.08576702021739067
881181b499fffff,2024,0,1,0,0.07808744674219777
881181b499fffff,2024,4,1,0,0.07973337179751483
881181b499fffff,2024,5,1,1,0.08127248311491617
881181b499fffff,2024,8,1,0,0.08085071677683407
881181b499fffff,2024,15,1,1,0.08379614769799668
881181b499fffff,2024,17,1,0,0.08408933716381001
881181b499fffff,2024,20,1,0,0.08568703363667231
881181b499fffff,2024,22,1,0,0.08791583527558704
881181b499fffff,2024,23,1,0,0.08662054775746544
881181b49bfffff,2022,0,1,0,0.0687129094056773
881181b49bfffff,2022,13,1,0,0.07366525598600597
881181b49bfffff,2022,14,1,0,0.07391021686936451
881181b49bfffff,2022,20,1,0,0.07631249630015184
881181b49bfffff,2023,1,1,0,0.06952515017771434
881181b49bfffff,2023,2,1,0,0.07095748984318552
881181b49bfffff,2023,20,1,0,0.07717523982280128
881181b49bfffff,2024,1,1,0,0.06938927720042917
881181b49bfffff,2024,8,1,0,0.07164115374295377
881181b49bfffff,2024,13,1,0,0.07482619011567217
881181b4c1fffff,2022,0,1,0,0.029980430068590885
881181b4c1fffff,2022,6,1,0,0.03287653390285281
881181b4c1fffff,2022,16,1,0,0.034773157778082146
881181b4c1fffff,2022,19,1,0,0.03741617974450406
881181b4c1fffff,2023,21,1,0,0.0376600035437838
881181b4c1fffff,2024,0,1,0,0.02881949593892468
881181b4c1fffff,2024,9,1,0,0.034011065466058185
881181b4c1fffff,2024,11,1,0,0.03288227183940653
881181b4c1fffff,2024,15,2,0,0.03504205580736842
881181b4c1fffff,2024,16,1,0,0.034773157778082146
881181b4c3fffff,2022,5,1,1,0.06014084070933053
881181b4c3fffff,2022,8,1,0,0.05971907437124843
881181b4c3fffff,2022,9,1,0,0.06023046786336013
881181b4c3fffff,2022,13,1,0,0.06290411074396682
