cell_id,time_bucket,temp_c,feels_like_c,precipitation_type,precipitation_mm,snow_depth_cm,wind_speed_ms,wind_gust_ms,humidity_pct,pressure_hpa,visibility_m
55.87_37.59,2020-01-09 11:00:00,0.0,-4.8989697,snow,0.3,8.0,17.31746,32.760002,88.324684,989.80597,
55.87_37.59,2020-01-23 16:00:00,-4.45,-11.658046,none,0.0,2.0,25.7041,51.839996,51.726345,988.6772,
55.87_37.62,2020-01-01 15:00:00,-2.55,-8.168719,none,0.0,5.0,16.80857,37.8,61.448215,992.59454,
55.87_37.62,2020-01-08 23:00:00,-0.2,-5.9584827,none,0.0,7.0,22.473343,41.760002,84.47912,997.58185,
55.87_37.64,2020-01-15 19:00:00,2.2,-4.2876287,none,0.0,8.0,29.810522,55.44,84.7584,999.4117,
55.87_37.68,2020-01-07 16:00:00,-1.05,-5.456058,none,0.0,6.0,12.413477,28.8,84.06438,1004.9725,
55.87_37.68,2020-01-18 17:00:00,0.2,-4.184351,none,0.0,2.0,15.124284,28.44,96.08758,1005.4795,
55.88_37.43,2020-01-18 10:00:00,-1.4,-5.7237816,none,0.0,3.0,12.768586,20.880001,93.24231,1004.3356,
55.88_37.45,2020-01-09 06:00:00,-0.7,-6.663007,snow,0.6,8.0,23.740902,42.48,86.64215,989.4213,
55.88_37.45,2020-01-19 18:00:00,-0.6,-5.322896,none,0.0,3.0,15.281989,26.64,86.33207,1005.08466,
55.88_37.49,2020-01-16 18:00:00,2.9,-2.3370576,none,0.0,5.0,22.26477,39.239998,86.38131,994.81464,
55.88_37.6,2020-01-19 17:00:00,-0.4,-5.1791463,none,0.0,2.0,15.315873,28.08,82.59505,1006.913,
55.88_37.69,2020-01-04 08:00:00,-2.05,-8.011862,none,0.0,5.0,22.380884,43.92,84.89436,983.90735,
55.88_37.72,2020-01-05 12:00:00,0.7,-4.107145,none,0.0,6.0,15.596767,29.16,76.83868,990.59717,
55.88_37.73,2020-01-05 23:00:00,-1.55,-5.9460936,none,0.0,6.0,11.4862,23.759998,80.605576,1000.6206,
55.89_37.5,2020-01-01 17:00:00,-4.7,-9.518054,none,0.0,5.0,11.792404,21.96,76.799194,990.7217,
55.89_37.54,2020-01-02 21:00:00,1.25,-2.8708143,none,0.0,6.0,13.684735,25.199999,91.37623,987.73694,
55.89_37.54,2020-01-09 03:00:00,-0.65,-6.221443,none,0.0,7.0,21.370783,41.039997,88.59247,989.97577,
55.89_37.59,2020-01-08 07:00:00,-0.35,-4.5847583,snow,0.1,7.0,12.904882,23.759998,91.602875,1001.3088,
55.89_37.59,2020-01-12 23:00:00,0.5,-5.1958933,snow,0.1,10.0,23.263912,41.039997,88.36983,985.28436,
55.89_37.6,2020-01-05 06:00:00,0.35,-4.961897,none,0.0,6.0,19.592731,37.44,82.38785,984.17145,
55.89_37.67,2020-01-21 08:00:00,1.1,-4.6326523,snow,0.3,3.0,23.664352,43.56,85.56562,990.84076,
55.89_37.69,2020-01-04 19:00:00,-0.45,-5.425347,none,0.0,6.0,17.10284,34.56,86.02885,980.3105,
55.89_37.69,2020-01-06 17:00:00,-1.7,-5.977935,none,0.0,6.0,9.19939,16.56,70.022865,1006.4127,
55.89_37.71,2020-01-20 08:00:00,1.8,-3.1309898,none,0.0,2.0,19.083395,35.64,86.895935,1005.4386,
55.8_37.5,2020-01-13 17:00:00,1.3,-3.354448,none,0.0,9.0,17.238699,32.399998,90.39078,990.1445,
55.8_37.51,2020-01-09 17:00:00,1.05,-3.0734797,none,0.0,8.0,13.75558,24.48,93.03522,991.865,
55.8_37.54,2020-01-13 20:00:00,0.4,-4.261505,none,0.0,9.0,16.516901,27.0,91.31845,992.158,
55.8_37.57,2020-01-16 08:00:00,1.8,-3.821704,none,0.0,7.0,24.514387,40.32,91.08388,996.64526,
55.8_37.58,2020-01-10 18:00:00,0.25,-4.206665,none,0.0,8.0,14.33234,23.039999,87.05891,994.05426,
55.8_37.64,2020-01-02 19:00:00,1.3,-3.2606018,none,0.0,6.0,16.595179,31.319998,90.39078,989.65454,
55.8_37.66,2020-01-01 04:00:00,0.8,-3.5076394,rain,0.1,5.0,15.124284,27.359999,95.41316,977.5841,
55.8_37.76,2020-01-04 16:00:00,-0.95,-6.0012197,snow,0.5,5.0,17.399586,38.88,87.58626,979.88715,
55.8_37.78,2020-01-21 15:00:00,3.15,-2.6247034,rain,0.1,2.0,26.28986,48.239998,86.71808,985.66296,
55.8_37.79,2020-01-21 08:00:00,1.1,-4.7380495,snow,0.2,2.0,24.288662,44.28,84.941734,989.931,
55.8_37.79,2020-01-21 17:00:00,3.1,-2.7620134,none,0.0,2.0,27.059933,49.32,87.96737,983.06854,
55.8_37.79,2020-01-22 16:00:00,0.4,-5.2494764,snow,0.3,2.0,20.00512,46.44,69.40466,973.59863,
55.8_37.79,2020-01-23 12:00:00,-3.85,-10.68998,none,0.0,2.0,24.675106,51.12,63.078365,985.8883,
55.8_37.8,2020-01-07 16:00:00,-1.0,-5.280197,none,0.0,6.0,11.592894,22.319998,84.070435,1003.26117,
55.8_37.82,2020-01-21 08:00:00,1.05,-4.536703,snow,0.3,2.0,22.61419,43.92,85.56012,990.2475,
55.8_37.84,2020-01-05 03:00:00,0.2,-4.7869062,none,0.0,6.0,17.873556,34.56,86.73432,979.68396,
55.91_37.53,2020-01-18 18:00:00,-0.45,-5.3133907,none,0.0,2.0,18.0,31.68,97.83737,1001.8134,
55.91_37.54,2020-01-10 15:00:00,0.7,-3.2593012,none,0.0,8.0,10.594036,25.919998,82.13066,991.35394,
55.91_37.54,2020-01-17 22:00:00,1.95,-1.8123133,none,0.0,2.0,11.928989,22.68,91.094315,1000.51904,
55.91_37.54,2020-01-18 09:00:00,-2.45,-6.1422586,none,0.0,2.0,7.729527,16.56,94.937294,1002.0387,
55.91_37.58,2020-01-18 20:00:00,-0.95,-6.034002,none,0.0,2.0,18.584509,34.2,94.64972,1002.356,
55.91_37.58,2020-01-23 21:00:00,-5.45,-11.524235,none,0.0,2.0,18.947083,33.839996,66.2747,990.4378,
55.92_37.39,2020-01-13 09:00:00,1.4,-3.4794874,none,0.0,10.0,18.94024,37.8,90.726585,981.3514,
55.92_37.39,2020-01-14 20:00:00,-0.25,-4.1700153,none,0.0,9.0,11.183201,20.16,93.989685,998.1031,
55.97_37.16,2020-01-04 21:00:00,0.15,-4.450132,none,0.0,7.0,15.459054,30.239998,88.66322,973.37,
55.98_37.16,2020-01-11 14:00:00,-0.55,-4.2359676,snow,0.1,10.0,8.39657,21.599998,87.62469,988.3372,
55.98_37.16,2020-01-21 16:00:00,2.8,-2.7060056,none,0.0,4.0,24.50381,48.6,89.212845,978.00476,
55.98_37.18,2020-01-15 13:00:00,0.15,-5.2553205,snow,0.1,10.0,21.566973,43.92,92.64634,992.6241,
55.99_37.23,2020-01-17 14:00:00,3.25,-0.62777185,none,0.0,4.0,13.339445,27.72,86.41739,1001.13873,
55.9_37.55,2020-01-23 09:00:00,-4.5,-10.706747,none,0.0,2.0,20.46941,38.16,67.548775,982.6262,
55.9_37.56,2020-01-03 21:00:00,-0.95,-6.2884407,none,0.0,5.0,19.681828,34.92,89.8869,984.74915,
55.9_37.59,2020-01-18 08:00:00,-2.45,-6.1422586,none,0.0,2.0,7.729527,16.56,94.937294,1004.3077,
55.9_37.63,2020-01-13 16:00:00,1.7,-3.206068,none,0.0,9.0,19.33639,35.64,90.09416,988.72845,
56.0_37.2,2020-01-01 15:00:00,-3.75,-8.874779,none,0.0,6.0,13.276144,36.0,65.887924,983.3278,
56.0_37.2,2020-01-19 19:00:00,-0.7,-5.395258,none,0.0,4.0,15.226764,29.16,87.935135,1000.3482,
56.0_37.21,2020-01-05 13:00:00,0.7,-4.551485,none,0.0,7.0,18.0036,35.28,72.66231,983.7288,
56.0_37.21,2020-01-10 08:00:00,-0.6,-4.9079876,none,0.0,9.0,13.358861,26.28,92.94333,988.37823,
